120000, 9, 2.992928e+08
300000, 9, 2.857512e+08
600000, 9, 2.853618e+08
900000, 9, 2.796323e+08
1200000, 9, 2.780188e+08
1500000, 9, 1.612668e+08
1800000, 9, 1.606354e+08
2100000, 9, 1.606354e+08
2400000, 9, 1.606354e+08
2700000, 9, 1.606354e+08
3000000, 9, 1.606354e+08
120000, 9, 3.008434e+08
300000, 9, 2.813690e+08
600000, 9, 2.772444e+08
900000, 9, 2.772444e+08
1200000, 9, 2.772444e+08
1500000, 9, 2.772444e+08
1800000, 9, 2.772444e+08
2100000, 9, 2.210613e+08
2400000, 9, 1.872086e+08
2700000, 9, 1.871844e+08
3000000, 9, 1.871844e+08
120000, 9, 3.027929e+08
300000, 9, 2.933673e+08
600000, 9, 2.927958e+08
900000, 9, 2.295033e+08
1200000, 9, 2.288313e+08
1500000, 9, 2.288313e+08
1800000, 9, 2.288313e+08
2100000, 9, 2.288313e+08
2400000, 9, 2.288313e+08
2700000, 9, 2.236285e+08
3000000, 9, 2.236285e+08
120000, 9, 2.710006e+08
300000, 9, 2.493478e+08
600000, 9, 2.492504e+08
900000, 9, 2.492504e+08
1200000, 9, 2.492504e+08
1500000, 9, 2.492504e+08
1800000, 9, 1.867845e+08
2100000, 9, 1.865590e+08
2400000, 9, 1.865590e+08
2700000, 9, 1.865590e+08
3000000, 9, 1.865590e+08
120000, 9, 2.756516e+08
300000, 9, 2.651002e+08
600000, 9, 2.642566e+08
900000, 9, 2.642566e+08
1200000, 9, 2.642566e+08
1500000, 9, 2.642566e+08
1800000, 9, 2.642566e+08
2100000, 9, 2.642566e+08
2400000, 9, 2.642566e+08
2700000, 9, 2.642566e+08
3000000, 9, 2.642566e+08
120000, 9, 3.069063e+08
300000, 9, 2.830047e+08
600000, 9, 2.827871e+08
900000, 9, 2.827871e+08
1200000, 9, 2.746806e+08
1500000, 9, 2.583034e+08
1800000, 9, 2.238987e+08
2100000, 9, 2.215443e+08
2400000, 9, 2.215443e+08
2700000, 9, 1.683598e+08
3000000, 9, 1.660111e+08
120000, 9, 2.283211e+08
300000, 9, 2.213951e+08
600000, 9, 2.209970e+08
