  1.0000000e+000  0.0000000e+000
  9.9989900e-001  1.0099990e-004
  9.7201800e-001  2.7981999e-002
  9.4571204e-001  5.4287963e-002
  9.2241398e-001  7.7586017e-002
  9.0139881e-001  9.8601191e-002
  8.8253166e-001  1.1746834e-001
  8.6527580e-001  1.3472420e-001
  8.4957412e-001  1.5042588e-001
  8.3492287e-001  1.6507713e-001
  8.2121196e-001  1.7878804e-001
  8.0832113e-001  1.9167887e-001
  7.9626221e-001  2.0373779e-001
  7.8490405e-001  2.1509595e-001
  7.7411278e-001  2.2588722e-001
  7.6389120e-001  2.3610880e-001
  7.5396504e-001  2.4603496e-001
  7.4433610e-001  2.5566390e-001
  7.3514252e-001  2.6485748e-001
  7.2624703e-001  2.7375297e-001
  7.1764955e-001  2.8235045e-001
  7.0934960e-001  2.9065040e-001
  7.0134636e-001  2.9865364e-001
  6.9350368e-001  3.0649632e-001
  6.8568699e-001  3.1431301e-001
  6.7816563e-001  3.2183437e-001
  6.7080424e-001  3.2919576e-001
  6.6360236e-001  3.3639764e-001
  6.5669204e-001  3.4330796e-001
  6.4993896e-001  3.5006104e-001
  6.4334234e-001  3.5665766e-001
  6.3703252e-001  3.6296748e-001
  6.3087643e-001  3.6912357e-001
  6.2474280e-001  3.7525720e-001
  6.1889164e-001  3.8110836e-001
  6.1306182e-001  3.8693818e-001
  6.0725370e-001  3.9274630e-001
  6.0159594e-001  3.9840406e-001
  5.9608739e-001  4.0391261e-001
  5.9059949e-001  4.0940051e-001
  5.8525939e-001  4.1474061e-001
  5.8006589e-001  4.1993411e-001
  5.7489181e-001  4.2510819e-001
  5.6998832e-001  4.3001168e-001
  5.6510273e-001  4.3489727e-001
  5.6035978e-001  4.3964022e-001
  5.5575824e-001  4.4424176e-001
  5.5104951e-001  4.4895049e-001
  5.4648153e-001  4.5351847e-001
  5.4205306e-001  4.5794694e-001
  5.3751817e-001  4.6248183e-001
  5.3312209e-001  4.6687791e-001
  5.2886356e-001  4.7113644e-001
  5.2462034e-001  4.7537966e-001
  5.2039250e-001  4.7960750e-001
  5.1642039e-001  4.8357961e-001
  5.1234234e-001  4.8765766e-001
  5.0839829e-001  4.9160171e-001
  5.0446812e-001  4.9553188e-001
  5.0067037e-001  4.9932963e-001
  4.9688577e-001  5.0311423e-001
  4.9311437e-001  5.0688563e-001
  4.8947344e-001  5.1052656e-001
  4.8584495e-001  5.1415505e-001
  4.8222895e-001  5.1777105e-001
  4.7862545e-001  5.2137455e-001
  4.7503449e-001  5.2496551e-001
  4.7145609e-001  5.2854391e-001
  4.6789028e-001  5.3210972e-001
  4.6445151e-001  5.3554849e-001
  4.6102456e-001  5.3897544e-001
  4.5760945e-001  5.4239055e-001
  4.5431946e-001  5.4568054e-001
  4.5104057e-001  5.4895943e-001
