120000, 8, 1.703245e+14
300000, 8, 7.664046e+12
600000, 8, 1.819261e+12
900000, 8, 1.155746e+12
1200000, 8, 5.751341e+11
1500000, 8, 2.901069e+11
1800000, 8, 2.187395e+11
2100000, 8, 1.626998e+11
2400000, 8, 1.461340e+11
2700000, 8, 1.376916e+11
3000000, 8, 1.339254e+11
120000, 8, 5.954646e+13
300000, 8, 1.366618e+13
600000, 8, 2.309115e+12
900000, 8, 1.058090e+12
1200000, 8, 8.302176e+11
1500000, 8, 3.001474e+11
1800000, 8, 2.202286e+11
2100000, 8, 1.990438e+11
2400000, 8, 1.647311e+11
2700000, 8, 1.434631e+11
3000000, 8, 1.322681e+11
120000, 8, 4.445104e+13
300000, 8, 1.072436e+13
600000, 8, 3.256899e+12
900000, 8, 2.391996e+12
1200000, 8, 8.737269e+11
1500000, 8, 4.821191e+11
1800000, 8, 2.971507e+11
2100000, 8, 1.714764e+11
2400000, 8, 1.309708e+11
2700000, 8, 1.193261e+11
3000000, 8, 9.086010e+10
120000, 8, 4.309545e+13
300000, 8, 5.021739e+12
600000, 8, 1.792936e+12
900000, 8, 1.367741e+12
1200000, 8, 1.045690e+12
1500000, 8, 7.350450e+11
1800000, 8, 4.264147e+11
2100000, 8, 3.304776e+11
2400000, 8, 2.852377e+11
2700000, 8, 2.540297e+11
3000000, 8, 2.447604e+11
120000, 8, 1.664724e+14
300000, 8, 1.556487e+13
600000, 8, 7.812586e+12
900000, 8, 2.284870e+12
1200000, 8, 1.726339e+12
1500000, 8, 1.488084e+12
1800000, 8, 6.035091e+11
2100000, 8, 5.115961e+11
2400000, 8, 4.954569e+11
2700000, 8, 4.563723e+11
3000000, 8, 4.520282e+11
120000, 8, 7.311136e+13
300000, 8, 6.500197e+12
600000, 8, 5.320105e+11
900000, 8, 3.427916e+11
1200000, 8, 2.796215e+11
1500000, 8, 2.219930e+11
1800000, 8, 1.821361e+11
2100000, 8, 1.138072e+11
2400000, 8, 1.030638e+11
2700000, 8, 9.960842e+10
3000000, 8, 9.440392e+10
120000, 8, 4.606603e+13
300000, 8, 1.309052e+13
600000, 8, 2.711480e+12
900000, 8, 1.235462e+12
1200000, 8, 8.917766e+11
1500000, 8, 5.762819e+11
1800000, 8, 2.848933e+11
2100000, 8, 2.079837e+11
2400000, 8, 1.799417e+11
2700000, 8, 1.457926e+11
3000000, 8, 1.391599e+11
120000, 8, 1.634324e+14
300000, 8, 1.858406e+13
600000, 8, 5.746073e+12
900000, 8, 2.401884e+12
1200000, 8, 1.657256e+12
1500000, 8, 1.482127e+12
1800000, 8, 1.453047e+12
2100000, 8, 1.418297e+12
2400000, 8, 5.450295e+11
2700000, 8, 4.412489e+11
3000000, 8, 4.291808e+11
120000, 8, 2.199859e+14
300000, 8, 1.991404e+13
600000, 8, 3.342820e+12
900000, 8, 4.869808e+11
1200000, 8, 3.629507e+11
1500000, 8, 2.409209e+11
1800000, 8, 2.055106e+11
2100000, 8, 1.905357e+11
2400000, 8, 1.726821e+11
2700000, 8, 1.578643e+11
3000000, 8, 1.503635e+11
120000, 8, 2.789920e+13
300000, 8, 9.522602e+12
600000, 8, 4.254914e+12
900000, 8, 1.396509e+12
1200000, 8, 9.061509e+11
1500000, 8, 5.955316e+11
1800000, 8, 4.760451e+11
2100000, 8, 4.498153e+11
2400000, 8, 4.333738e+11
2700000, 8, 4.196605e+11
3000000, 8, 2.171937e+11
120000, 8, 3.901747e+13
300000, 8, 5.160782e+12
600000, 8, 4.201442e+12
900000, 8, 1.729248e+12
1200000, 8, 8.015665e+11
1500000, 8, 3.058833e+11
1800000, 8, 2.303779e+11
2100000, 8, 1.788901e+11
2400000, 8, 1.395393e+11
2700000, 8, 1.261847e+11
3000000, 8, 1.065899e+11
120000, 8, 1.537892e+14
300000, 8, 1.101747e+13
600000, 8, 4.026559e+12
900000, 8, 1.444046e+12
1200000, 8, 7.289594e+11
1500000, 8, 4.567859e+11
1800000, 8, 2.710689e+11
2100000, 8, 2.318478e+11
2400000, 8, 1.997751e+11
2700000, 8, 1.620300e+11
3000000, 8, 1.537777e+11
120000, 8, 8.821194e+13
300000, 8, 2.429233e+13
600000, 8, 9.722983e+12
900000, 8, 2.508550e+12
1200000, 8, 1.588853e+12
1500000, 8, 1.489116e+12
1800000, 8, 6.373396e+11
2100000, 8, 4.742009e+11
2400000, 8, 4.481091e+11
2700000, 8, 4.347478e+11
3000000, 8, 4.148331e+11
120000, 8, 1.259911e+14
300000, 8, 2.496186e+13
600000, 8, 5.918769e+12
900000, 8, 1.790432e+12
1200000, 8, 1.633097e+12
1500000, 8, 1.516802e+12
1800000, 8, 1.362645e+12
2100000, 8, 6.149137e+11
2400000, 8, 4.662718e+11
2700000, 8, 4.536183e+11
3000000, 8, 4.450842e+11
120000, 8, 8.028229e+13
300000, 8, 6.563932e+12
600000, 8, 9.253005e+11
900000, 8, 6.869972e+11
1200000, 8, 5.887635e+11
1500000, 8, 5.023016e+11
1800000, 8, 4.685192e+11
2100000, 8, 4.379761e+11
2400000, 8, 4.271849e+11
2700000, 8, 4.211189e+11
3000000, 8, 4.184987e+11
120000, 8, 1.323248e+14
300000, 8, 1.078507e+13
600000, 8, 1.609658e+12
900000, 8, 6.212165e+11
1200000, 8, 5.054430e+11
1500000, 8, 4.654243e+11
1800000, 8, 4.297652e+11
2100000, 8, 4.033156e+11
2400000, 8, 3.958068e+11
2700000, 8, 3.902063e+11
3000000, 8, 3.882418e+11
120000, 8, 4.763532e+13
300000, 8, 3.296027e+12
600000, 8, 7.942815e+11
900000, 8, 5.270298e+11
1200000, 8, 4.589439e+11
1500000, 8, 4.116501e+11
1800000, 8, 3.952530e+11
2100000, 8, 3.809327e+11
2400000, 8, 3.740908e+11
2700000, 8, 3.681900e+11
3000000, 8, 3.572147e+11
120000, 8, 7.157502e+13
300000, 8, 2.416151e+13
600000, 8, 4.597206e+12
900000, 8, 1.966572e+12
1200000, 8, 1.569137e+12
1500000, 8, 1.450299e+12
1800000, 8, 6.783960e+11
2100000, 8, 5.419121e+11
2400000, 8, 5.256154e+11
2700000, 8, 5.145851e+11
3000000, 8, 4.980984e+11
120000, 8, 1.402030e+14
300000, 8, 2.127366e+13
600000, 8, 4.525535e+12
900000, 8, 1.068369e+12
1200000, 8, 6.314062e+11
1500000, 8, 5.643157e+11
1800000, 8, 4.620356e+11
2100000, 8, 2.288386e+11
2400000, 8, 2.098272e+11
2700000, 8, 1.886299e+11
3000000, 8, 1.614257e+11
120000, 8, 2.745122e+14
300000, 8, 1.627647e+13
600000, 8, 3.977015e+12
900000, 8, 2.284264e+12
1200000, 8, 1.084121e+12
1500000, 8, 4.380155e+11
1800000, 8, 2.461719e+11
2100000, 8, 1.913643e+11
2400000, 8, 1.618846e+11
2700000, 8, 1.498585e+11
3000000, 8, 1.389812e+11
120000, 8, 1.203011e+14
300000, 8, 1.021515e+13
600000, 8, 3.285979e+12
900000, 8, 1.035677e+12
1200000, 8, 4.687654e+11
1500000, 8, 2.480669e+11
1800000, 8, 1.716436e+11
2100000, 8, 1.338003e+11
2400000, 8, 1.281790e+11
2700000, 8, 1.216138e+11
3000000, 8, 1.175310e+11
120000, 8, 1.496151e+14
300000, 8, 1.579437e+13
600000, 8, 6.486456e+12
900000, 8, 3.051349e+12
1200000, 8, 1.706029e+12
1500000, 8, 1.175864e+12
1800000, 8, 7.797135e+11
2100000, 8, 3.085652e+11
2400000, 8, 2.501984e+11
2700000, 8, 2.030570e+11
3000000, 8, 1.824801e+11
120000, 8, 3.879156e+14
300000, 8, 3.133246e+13
600000, 8, 5.381696e+12
900000, 8, 2.745681e+12
1200000, 8, 1.136343e+12
1500000, 8, 5.936857e+11
1800000, 8, 3.723028e+11
2100000, 8, 2.293888e+11
2400000, 8, 2.107547e+11
2700000, 8, 1.919246e+11
3000000, 8, 1.831757e+11
120000, 8, 4.998816e+13
300000, 8, 8.943803e+12
600000, 8, 3.122115e+12
900000, 8, 6.359972e+11
1200000, 8, 3.292825e+11
1500000, 8, 2.619198e+11
1800000, 8, 2.303220e+11
2100000, 8, 2.223630e+11
2400000, 8, 1.928992e+11
2700000, 8, 1.849266e+11
3000000, 8, 1.741496e+11
120000, 8, 8.116693e+13
300000, 8, 1.178002e+13
600000, 8, 2.893675e+12
900000, 8, 3.771672e+11
1200000, 8, 2.733019e+11
1500000, 8, 2.211765e+11
1800000, 8, 2.022334e+11
2100000, 8, 1.493905e+11
2400000, 8, 1.330565e+11
2700000, 8, 1.252470e+11
3000000, 8, 1.195005e+11
